"YEAR","Seas","Flt","Gender","Part","Ageerr","Lbin_lo","Lbin_hi","NUMTOWS","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"1971","1","MOBILEOTHER","0","0","1","15","15","32","0","228","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","MOBILEOTHER","0","0","1","15","15","16","0","614","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1973","1","MOBILEOTHER","0","0","1","15","15","14","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","1","MOBILEOTHER","0","0","1","15","15","34","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","1","MOBILEOTHER","0","0","1","15","15","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","1","MOBILEOTHER","0","0","1","15","15","37","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","1","MOBILEOTHER","0","0","1","15","15","44","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","1","MOBILEOTHER","0","0","1","15","15","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","1","MOBILEOTHER","0","0","1","15","15","11","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","1","MOBILEOTHER","0","0","1","15","15","40","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","2","MOBILEGOFM","0","0","1","16","16","59","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEGOFM","0","0","1","16","16","45","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2","MOBILEGOFM","0","0","1","16","16","48","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","2","MOBILEGOFM","0","0","1","16","16","41","3","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","2","MOBILEGOFM","0","0","1","16","16","36","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","2","MOBILEGOFM","0","0","1","16","16","44","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","2","MOBILEGOFM","0","0","1","16","16","55","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","2","MOBILEGOFM","0","0","1","16","16","19","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","MOBILEGOFM","0","0","1","16","16","31","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1982","2","MOBILEGOFM","0","0","1","16","16","90","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","2","MOBILEGOFM","0","0","1","16","16","48","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","2","MOBILEGOFM","0","0","1","16","16","82","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","2","MOBILEGOFM","0","0","1","16","16","61","3","348","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","2","MOBILEGOFM","0","0","1","16","16","65","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1992","2","MOBILEGOFM","0","0","1","16","16","89","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","2","MOBILEGOFM","0","0","1","16","16","16","1","84","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1983","2","MOBILEGOFM","0","0","1","16","16","118","1","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","2","MOBILEGOFM","0","0","1","16","16","112","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","2","MOBILEGOFM","0","0","1","16","16","18","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","2","MOBILEGOFM","0","0","1","16","16","26","40","191","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","2","MOBILEGOFM","0","0","1","16","16","67","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","2","MOBILEGOFM","0","0","1","16","16","45","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","2","MOBILEGOFM","0","0","1","16","16","39","3","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","MOBILEGOFM","0","0","1","16","16","59","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","2","MOBILEGOFM","0","0","1","16","16","10","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","2","MOBILEGOFM","0","0","1","16","16","59","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","2","MOBILEGOFM","0","0","1","16","16","66","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","2","MOBILEGOFM","0","0","1","16","16","53","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","MOBILEGOFM","0","0","1","16","16","22","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","2","MOBILEGOFM","0","0","1","16","16","46","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","2","MOBILEGOFM","0","0","1","16","16","17","109","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","MOBILEGOFM","0","0","1","16","16","53","12","74","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","2","MOBILEGOFM","0","0","1","16","16","8","0","40","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","2","MOBILEGOFM","0","0","1","16","16","55","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","2","MOBILEGOFM","0","0","1","16","16","138","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1973","2","MOBILEGOFM","0","0","1","16","16","41","6","223","6","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","2","MOBILEGOFM","0","0","1","16","16","69","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","2","MOBILEGOFM","0","0","1","16","16","197","13","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","2","MOBILEGOFM","0","0","1","16","16","83","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","2","MOBILEGOFM","0","0","1","16","16","57","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","2","MOBILEGOFM","0","0","1","16","16","59","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","2","MOBILEGOFM","0","0","1","16","16","135","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","2","MOBILEGOFM","0","0","1","16","16","72","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","2","MOBILEGOFM","0","0","1","16","16","40","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","2","MOBILEGOFM","0","0","1","16","16","102","8","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","2","MOBILEGOFM","0","0","1","16","16","138","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","2","MOBILEGOFM","0","0","1","16","16","86","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1995","2","MOBILEGOFM","0","0","1","16","16","95","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","MOBILEGOFM","0","0","1","16","16","72","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","2","MOBILEGOFM","0","0","1","16","16","103","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","2","MOBILEGOFM","0","0","1","16","16","45","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","1","MOBILEGOFM","0","0","1","16","16","13","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","1","MOBILEGOFM","0","0","1","16","16","7","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","1","MOBILEGOFM","0","0","1","16","16","7","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","1","MOBILEGOFM","0","0","1","16","16","9","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","1","MOBILEGOFM","0","0","1","16","16","10","0","5","21","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","1","MOBILEGOFM","0","0","1","16","16","50","0","364","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","MOBILEGOFM","0","0","1","16","16","69","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1982","1","MOBILEGOFM","0","0","1","16","16","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","1","MOBILEGOFM","0","0","1","16","16","50","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","1","MOBILEGOFM","0","0","1","16","16","41","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","1","MOBILEGOFM","0","0","1","16","16","37","0","77","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1992","1","MOBILEGOFM","0","0","1","16","16","37","0","17","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","1","MOBILEGOFM","0","0","1","16","16","3","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1983","1","MOBILEGOFM","0","0","1","16","16","16","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","1","MOBILEGOFM","0","0","1","16","16","49","0","19","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","1","MOBILEGOFM","0","0","1","16","16","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","1","MOBILEGOFM","0","0","1","16","16","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","1","MOBILEGOFM","0","0","1","16","16","20","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","1","MOBILEGOFM","0","0","1","16","16","30","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","1","MOBILEGOFM","0","0","1","16","16","17","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","MOBILEGOFM","0","0","1","16","16","20","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","1","MOBILEGOFM","0","0","1","16","16","3","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","1","MOBILEGOFM","0","0","1","16","16","39","0","46","19","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","1","MOBILEGOFM","0","0","1","16","16","41","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","1","MOBILEGOFM","0","0","1","16","16","15","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","MOBILEGOFM","0","0","1","16","16","25","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","1","MOBILEGOFM","0","0","1","16","16","33","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","MOBILEGOFM","0","0","1","16","16","18","0","392","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","1","MOBILEGOFM","0","0","1","16","16","63","0","30","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","1","MOBILEGOFM","0","0","1","16","16","128","0","6","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","1","MOBILEGOFM","0","0","1","16","16","24","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","1","MOBILEGOFM","0","0","1","16","16","68","0","26","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","1","MOBILEGOFM","0","0","1","16","16","34","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","1","MOBILEGOFM","0","0","1","16","16","33","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","1","MOBILEGOFM","0","0","1","16","16","43","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","1","MOBILEGOFM","0","0","1","16","16","25","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","1","MOBILEGOFM","0","0","1","16","16","27","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","1","MOBILEGOFM","0","0","1","16","16","55","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","1","MOBILEGOFM","0","0","1","16","16","33","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","1","MOBILEGOFM","0","0","1","16","16","31","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1995","1","MOBILEGOFM","0","0","1","16","16","23","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","1","MOBILEGOFM","0","0","1","16","16","56","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","1","MOBILEGOFM","0","0","1","16","16","37","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","1","MOBILEGOFM","0","0","1","16","16","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","2","FIXEDGOFM","0","0","1","16","16","160","0","308","24","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","FIXEDGOFM","0","0","1","16","16","196","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","2","FIXEDGOFM","0","0","1","16","16","173","5","132","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1982","2","FIXEDGOFM","0","0","1","16","16","121","6","140","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","2","FIXEDGOFM","0","0","1","16","16","306","0","326","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","2","FIXEDGOFM","0","0","1","16","16","19","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","2","FIXEDGOFM","0","0","1","16","16","127","0","117","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1992","2","FIXEDGOFM","0","0","1","16","16","31","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","2","FIXEDGOFM","0","0","1","16","16","255","26","1211","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1983","2","FIXEDGOFM","0","0","1","16","16","43","3","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","2","FIXEDGOFM","0","0","1","16","16","9","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","2","FIXEDGOFM","0","0","1","16","16","213","0","363","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","2","FIXEDGOFM","0","0","1","16","16","72","0","107","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","2","FIXEDGOFM","0","0","1","16","16","35","4","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","2","FIXEDGOFM","0","0","1","16","16","22","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","2","FIXEDGOFM","0","0","1","16","16","12","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","FIXEDGOFM","0","0","1","16","16","122","14","187","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","2","FIXEDGOFM","0","0","1","16","16","243","1","1274","20","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","2","FIXEDGOFM","0","0","1","16","16","17","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","2","FIXEDGOFM","0","0","1","16","16","30","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","2","FIXEDGOFM","0","0","1","16","16","20","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","FIXEDGOFM","0","0","1","16","16","206","0","359","12","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","2","FIXEDGOFM","0","0","1","16","16","17","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","2","FIXEDGOFM","0","0","1","16","16","83","0","68","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","FIXEDGOFM","0","0","1","16","16","93","0","271","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","2","FIXEDGOFM","0","0","1","16","16","209","0","563","26","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","2","FIXEDGOFM","0","0","1","16","16","493","0","798","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","2","FIXEDGOFM","0","0","1","16","16","175","1","119","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1973","2","FIXEDGOFM","0","0","1","16","16","95","0","104","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","2","FIXEDGOFM","0","0","1","16","16","217","0","262","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","2","FIXEDGOFM","0","0","1","16","16","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","2","FIXEDGOFM","0","0","1","16","16","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","2","FIXEDGOFM","0","0","1","16","16","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","2","FIXEDGOFM","0","0","1","16","16","12","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","2","FIXEDGOFM","0","0","1","16","16","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","1","FIXEDGOFM","0","0","1","16","16","61","0","16","113","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","1","FIXEDGOFM","0","0","1","16","16","52","0","96","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","FIXEDGOFM","0","0","1","16","16","65","0","127","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1982","1","FIXEDGOFM","0","0","1","16","16","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","1","FIXEDGOFM","0","0","1","16","16","46","0","62","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","1","FIXEDGOFM","0","0","1","16","16","13","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","1","FIXEDGOFM","0","0","1","16","16","17","0","28","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1992","1","FIXEDGOFM","0","0","1","16","16","7","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","1","FIXEDGOFM","0","0","1","16","16","74","0","461","27","0","0","0","0","0","0","0","0","0","0","0","0"
"1983","1","FIXEDGOFM","0","0","1","16","16","19","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","1","FIXEDGOFM","0","0","1","16","16","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","1","FIXEDGOFM","0","0","1","16","16","87","0","35","84","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","1","FIXEDGOFM","0","0","1","16","16","45","0","36","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","1","FIXEDGOFM","0","0","1","16","16","19","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","1","FIXEDGOFM","0","0","1","16","16","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","1","FIXEDGOFM","0","0","1","16","16","6","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","FIXEDGOFM","0","0","1","16","16","32","0","44","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","1","FIXEDGOFM","0","0","1","16","16","110","0","169","24","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","1","FIXEDGOFM","0","0","1","16","16","7","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","1","FIXEDGOFM","0","0","1","16","16","7","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","1","FIXEDGOFM","0","0","1","16","16","9","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","FIXEDGOFM","0","0","1","16","16","35","0","12","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","1","FIXEDGOFM","0","0","1","16","16","4","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","1","FIXEDGOFM","0","0","1","16","16","20","0","70","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","FIXEDGOFM","0","0","1","16","16","27","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","1","FIXEDGOFM","0","0","1","16","16","99","0","16","94","0","0","0","0","0","0","0","0","0","0","0","0"
"1979","1","FIXEDGOFM","0","0","1","16","16","66","0","76","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","1","FIXEDGOFM","0","0","1","16","16","17","0","15","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","1","FIXEDGOFM","0","0","1","16","16","15","0","26","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","1","FIXEDGOFM","0","0","1","16","16","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","1","FIXEDGOFM","0","0","1","16","16","6","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","1","FIXEDGOFM","0","0","1","16","16","3","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","1","FIXEDGOFM","0","0","1","16","16","6","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","2","MOBILEOTHER","0","0","1","16","16","24","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","MOBILEOTHER","0","0","1","16","16","16","114","108","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","2","MOBILEOTHER","0","0","1","16","16","28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","2","MOBILEOTHER","0","0","1","16","16","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","2","MOBILEOTHER","0","0","1","16","16","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","1","MOBILEOTHER","0","0","1","16","16","39","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","1","MOBILEOTHER","0","0","1","16","16","58","0","38","10","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","1","MOBILEOTHER","0","0","1","16","16","44","0","17","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","1","MOBILEOTHER","0","0","1","16","16","38","1","10","26","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","1","MOBILEOTHER","0","0","1","16","16","21","0","25","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","1","MOBILEOTHER","0","0","1","16","16","13","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","1","MOBILEOTHER","0","0","1","16","16","27","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","1","MOBILEOTHER","0","0","1","16","16","67","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","1","MOBILEOTHER","0","0","1","16","16","8","0","194","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","1","MOBILEOTHER","0","0","1","16","16","35","14","48","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","1","MOBILEOTHER","0","0","1","16","16","12","0","26","707","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","1","MOBILEOTHER","0","0","1","16","16","32","0","117","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","1","MOBILEOTHER","0","0","1","16","16","16","0","507","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1973","1","MOBILEOTHER","0","0","1","16","16","14","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","1","MOBILEOTHER","0","0","1","16","16","34","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","1","MOBILEOTHER","0","0","1","16","16","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","1","MOBILEOTHER","0","0","1","16","16","42","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","1","MOBILEOTHER","0","0","1","16","16","37","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","1","MOBILEOTHER","0","0","1","16","16","44","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1994","1","MOBILEOTHER","0","0","1","16","16","8","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1996","1","MOBILEOTHER","0","0","1","16","16","11","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","1","MOBILEOTHER","0","0","1","16","16","38","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","1","MOBILEOTHER","0","0","1","16","16","40","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2014","2","MOBILEGOFM","0","0","1","17","17","59","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEGOFM","0","0","1","17","17","45","0","3","10","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2","MOBILEGOFM","0","0","1","17","17","48","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","2","MOBILEGOFM","0","0","1","17","17","41","1","52","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","2","MOBILEGOFM","0","0","1","17","17","36","0","20","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2010","2","MOBILEGOFM","0","0","1","17","17","44","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2011","2","MOBILEGOFM","0","0","1","17","17","55","0","24","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","2","MOBILEGOFM","0","0","1","17","17","19","0","19","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1977","2","MOBILEGOFM","0","0","1","17","17","31","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1982","2","MOBILEGOFM","0","0","1","17","17","90","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1981","2","MOBILEGOFM","0","0","1","17","17","48","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1993","2","MOBILEGOFM","0","0","1","17","17","82","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974","2","MOBILEGOFM","0","0","1","17","17","61","4","380","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","2","MOBILEGOFM","0","0","1","17","17","65","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1992","2","MOBILEGOFM","0","0","1","17","17","89","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1964","2","MOBILEGOFM","0","0","1","17","17","16","0","86","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1983","2","MOBILEGOFM","0","0","1","17","17","118","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1984","2","MOBILEGOFM","0","0","1","17","17","112","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1969","2","MOBILEGOFM","0","0","1","17","17","18","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1970","2","MOBILEGOFM","0","0","1","17","17","26","0","211","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","2","MOBILEGOFM","0","0","1","17","17","67","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1988","2","MOBILEGOFM","0","0","1","17","17","45","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1986","2","MOBILEGOFM","0","0","1","17","17","39","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1975","2","MOBILEGOFM","0","0","1","17","17","59","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1965","2","MOBILEGOFM","0","0","1","17","17","10","0","60","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1991","2","MOBILEGOFM","0","0","1","17","17","59","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","2","MOBILEGOFM","0","0","1","17","17","66","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","2","MOBILEGOFM","0","0","1","17","17","53","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1967","2","MOBILEGOFM","0","0","1","17","17","22","0","40","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","2","MOBILEGOFM","0","0","1","17","17","46","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1971","2","MOBILEGOFM","0","0","1","17","17","17","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1972","2","MOBILEGOFM","0","0","1","17","17","53","11","78","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1968","2","MOBILEGOFM","0","0","1","17","17","8","0","34","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","2","MOBILEGOFM","0","0","1","17","17","138","0","28","3","0","0","0","0","0","0","0","0","0","0","0","0"
