"Yr","Seas","Flt","Gender","Part","Nsamp","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39"
"2017","2","MOBILEGOFM","0","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","54","86","210","381","630","649","542","666","286","28","2","0","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEGOFM","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","3","28","125","117","96","145","217","119","224","637","627","155","11","1","0","0","0","0","0","0","0","0","0","0"
"2017","1","MOBILEGOFM","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","2","6","8","15","53","43","44","43","36","12","19","36","20","4","0","0","0","0","0","0","0","0","0","0","0"
"2016","1","MOBILEGOFM","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","9","22","11","12","16","30","109","102","28","1","0","0","0","0","0","0","0","0","0","0","0"
"2017","2","MOBILEOTHER","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","37","52","52","72","66","12","3","0","0","0","0","0","0","0","0","0","0"
"2016","2","MOBILEOTHER","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","12","41","32","35","162","165","79","17","1","0","0","0","0","0","0","0","0","0","0"
"2017","1","MOBILEOTHER","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","25","51","171","127","94","243","310","90","4","0","0","0","0","0","0","0","0","0","0","0"
"2016","1","MOBILEOTHER","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","24","79","97","58","42","76","296","456","263","72","2","0","0","0","0","0","0","0","0","0","0","0"
